932;Armand Assante
933;Howard Zieff
934;Ronald Colman
935;Helen Hayes
936;Darren McGavin
937;Susan Hayward
938;Rita Hayworth
939;Vincent Sherman
940;Brian Aherne
941;Charles Vidor
942;Glenne Headley
943;Tippi Hedren
944;Geof Prysirr
945;Leah Ayres Hendrix
946;John Florea
947;Joe Piscopo
948;Marilu Henner
949;Nicolas Surovy
950;Rod Holcomb
951;Eva Henning
952;Rex Harrison
953;Audrey Hepburn
954;James Garner
955;Katharine Hepburn
956;Anthony Harvey
957;Elia Kazan
958;Walter Lang
959;Stuart Miller
960;Mark Rydell
961;Tupac Shakur
962;Cindy Herron
963;Ernest R. Dickerson
964;Barbara Hershey
965;David Anspaugh
966;Catherine Hicks
967;Geoffrey Reeve
968;Robert Shaw
969;Wendy Hiller
970;Fred Zinnemann
971;Bill Leadbitter
972;Beverly Hills
973;Ian Emes
974;Patrick MacNee
975;Clare Hoak
976;Larry Brand
977;Tom Brown
978;Rose Hobart
979;Omri Katz
980;Shawn Hoffman
981;Brett Thompson
982;John Terlesky
983;Susanna Hoffs
984;Tamar Simon Hoffs
985;Sarah Holcomb
986;Harold Ramis
987;Johnny Whitaker
988;Celeste Holm
989;Siohban Finneran
990;Michelle Holmes
991;Alan Clarke
992;Eddie Dean
993;Jennifer Holt
994;Camilla Horn
995;Greg Webb
996;Barbara Howard
997;Thomas L. Neff
998;David Birney
999;Season Hubley
1000;George Kaczender
1001;Rochelle Hudson
1002;Josephine Hull
1003;Richard Grieco
1004;Linda Hunt
1005;Michael Wilmington
1006;Holly Hunter
1007;Joel Coen
1008;Lasse Hallström
1009;Isabelle Huppert
1010;Robin Williams
1011;Mary Beth Hurt
1012;George Kennedy
1013;Olivia Hussey
1014;Kinji Fukasaku
1015;Ruth Hussey
1016;King Vidor
1017;Anjelica Huston
1018;Ron Silver
1019;Paul Mazursky
1020;Raul Julia
1021;B. Sonnenfeld
1022;Leila Hyams
1023;Tod Browning
1024;Scott Bakula
1025;Kathy Ireland
1026;Stan Dragoti
1027;Andy Garcia
1028;Amy Irving
1029;Bruno Barreto
1030;Joel Oliansky
1031;Peter Riegert
1032;Joan Micklin Silver
1033;Jeffrey Kime
1034;Isabelle Weingarten.
1035;John Thaw
1036;Glenda Jackson
1037;Lezli-An Barrett
1038;George Segal
1039;Melvin Frank
1040;Stratford Johns
1041;Mike Connors
1042;Sherry Jackson
1043;Don Chaffey
1044;Ulla Jacobsson
1045;Henry Jaglom
1046;Maggie Jakobsen
1047;Klaus Maria Brandauer
1048;Krystyna Janda
1049;Franklin Dyall
1050;Isabel Jeans
1051;Isabel Jewell
1052;Tommy Davidson
1053;Anne-Marie Johnson
1054;Kevin Hooks
1055;Michelle Johnson
1056;Grace Jones
1057;Alex Cox
1058;Mitch Gaylord
1059;Janet Jones
1060;Albert Magnoli
1061;Shirley Jones
1062;Ralph Levy
1063;Ron Howard
1064;Pernell Roberts
1065;Milla Jovovich
1066;Robert Wiemer
